So tin chi,Ty le thuc hanh,Ky thuat,Phan tich,Thiet ke,Ky nang nhom,Diem chuyen can,Diem tong ket,Chuyen nganh
3,TB,D,C,C,A,cao,cao,CNPM
2,TB,A,C,C,B,TB,cao,CNPM
3,TB,A,B,C,A,TB,cao,CNPM
2,cao,A,A,B,C,TB,TB,CNPM
3,thap,B,D,C,B,cao,cao,HTTT
3,thap,D,C,C,A,cao,cao,HTTT
4,cao,B,C,C,D,TB,cao,CNPM
2,TB,A,A,C,A,cao,cao,CNPM
2,cao,A,A,B,D,cao,thap,CNPM
2,thap,A,C,C,D,TB,TB,HTTT
4,TB,D,A,D,A,thap,thap,HTTT
2,TB,B,C,C,C,thap,cao,HTTT
4,TB,A,C,A,A,TB,cao,CNPM
1,TB,B,A,B,D,cao,TB,CNPM
2,TB,A,C,A,A,cao,thap,CNPM
3,TB,A,B,B,D,TB,TB,CNPM
4,TB,C,C,C,B,cao,TB,CNPM
2,TB,B,C,C,C,thap,cao,HTTT
1,thap,B,A,D,C,cao,TB,HTTT
3,thap,A,B,D,A,TB,TB,HTTT
4,cao,B,A,C,A,thap,thap,CNPM
3,TB,A,C,D,D,thap,TB,HTTT
3,TB,C,B,D,D,TB,thap,CNPM
2,TB,B,C,D,D,thap,TB,HTTT
4,TB,D,B,C,A,TB,cao,CNPM
1,TB,B,A,A,D,thap,thap,CNPM
2,TB,A,D,D,B,cao,thap,CNPM
4,thap,B,A,B,D,cao,thap,HTTT
3,TB,B,B,C,A,thap,thap,CNPM
3,TB,B,B,C,B,cao,thap,CNPM
3,TB,A,B,D,B,thap,thap,CNPM
4,cao,A,D,D,C,TB,TB,CNPM
4,cao,B,B,B,C,cao,TB,CNPM
3,cao,B,C,D,B,thap,cao,CNPM
3,TB,B,C,C,D,cao,cao,CNPM
3,thap,D,B,C,C,thap,TB,HTTT
4,thap,B,B,C,A,cao,TB,HTTT
3,thap,B,C,B,A,cao,TB,HTTT
3,thap,A,C,C,B,thap,TB,HTTT
2,TB,D,C,D,B,TB,cao,CNPM
2,TB,C,C,C,D,TB,cao,CNPM
4,TB,A,D,C,D,TB,cao,CNPM
1,TB,A,B,C,C,cao,TB,CNPM
3,TB,C,B,B,B,TB,TB,CNPM
4,cao,B,C,D,D,thap,cao,CNPM
4,TB,A,C,A,A,thap,TB,HTTT
4,TB,D,B,B,C,thap,cao,HTTT
2,TB,B,A,C,D,thap,cao,HTTT
3,thap,B,B,C,D,cao,cao,HTTT
2,TB,A,A,B,B,cao,thap,CNPM
2,cao,A,C,C,A,TB,thap,CNPM
4,TB,D,C,D,D,thap,TB,HTTT
3,TB,A,A,C,D,cao,TB,CNPM
3,TB,B,A,B,B,TB,cao,CNPM
3,TB,A,C,C,C,cao,cao,CNPM
3,TB,B,A,C,A,thap,thap,CNPM
3,TB,B,A,C,D,TB,thap,CNPM
2,TB,A,B,C,A,TB,TB,CNPM
2,thap,B,D,C,A,cao,thap,HTTT
2,cao,A,D,D,C,cao,cao,CNPM
3,TB,A,A,A,B,cao,TB,CNPM
2,TB,A,C,C,A,cao,cao,CNPM
2,TB,B,A,C,A,thap,TB,HTTT
1,thap,B,C,C,D,TB,cao,HTTT
3,thap,C,C,C,D,thap,thap,HTTT
2,TB,D,B,D,A,TB,TB,CNPM
3,cao,A,D,C,C,TB,TB,CNPM
2,cao,C,B,D,A,TB,thap,CNPM
3,thap,A,B,C,D,cao,thap,HTTT
3,TB,A,B,C,B,TB,TB,CNPM
4,TB,A,C,D,C,cao,thap,CNPM
3,TB,B,C,C,D,TB,thap,CNPM
2,TB,B,C,D,C,cao,thap,CNPM
4,thap,B,B,B,B,thap,cao,HTTT
1,TB,A,B,A,B,cao,thap,CNPM
4,TB,A,C,D,D,cao,thap,CNPM
2,thap,C,D,D,A,TB,thap,HTTT
2,TB,B,D,C,B,TB,thap,CNPM
4,TB,B,A,C,D,cao,TB,CNPM
3,TB,A,A,C,A,cao,thap,CNPM
3,TB,A,D,C,A,thap,cao,HTTT
3,thap,C,D,D,A,thap,TB,HTTT
4,cao,B,A,D,C,thap,thap,CNPM
2,cao,A,B,C,C,TB,thap,CNPM
4,thap,B,A,D,D,thap,cao,HTTT
4,TB,A,A,C,C,thap,cao,HTTT
2,TB,C,C,C,C,cao,TB,CNPM
2,thap,C,D,C,A,thap,cao,HTTT
4,thap,A,B,A,D,thap,thap,CNPM
4,cao,B,A,C,D,TB,cao,CNPM
3,thap,A,D,B,B,TB,TB,HTTT
3,TB,B,D,C,B,cao,thap,CNPM
2,TB,C,C,C,A,cao,TB,CNPM
2,thap,B,D,C,C,cao,thap,HTTT
2,TB,A,A,D,D,TB,thap,CNPM
1,cao,B,A,D,A,thap,thap,CNPM
3,thap,B,D,D,A,cao,cao,HTTT
2,TB,C,B,A,D,TB,TB,CNPM
2,thap,A,B,A,D,cao,TB,HTTT
1,TB,D,D,B,A,cao,thap,CNPM
4,TB,B,B,C,B,TB,TB,CNPM
3,TB,B,C,C,C,thap,TB,HTTT
3,TB,A,C,C,A,cao,TB,CNPM
4,TB,A,C,D,D,cao,thap,CNPM
4,TB,B,D,A,B,TB,cao,CNPM
4,TB,B,C,B,C,thap,cao,HTTT
4,thap,D,D,D,C,thap,thap,HTTT
2,TB,B,A,D,B,cao,TB,CNPM
4,thap,A,A,D,A,TB,TB,HTTT
1,TB,B,B,C,B,cao,cao,CNPM
2,TB,A,C,D,C,TB,cao,CNPM
4,TB,B,B,C,B,thap,TB,HTTT
3,thap,B,A,D,A,cao,cao,HTTT
4,thap,A,D,D,D,cao,cao,HTTT
2,thap,C,D,C,D,thap,TB,HTTT
2,thap,D,D,B,D,thap,cao,HTTT
3,TB,D,B,D,D,cao,thap,CNPM
3,TB,D,A,B,B,cao,TB,CNPM
3,cao,B,A,D,C,TB,thap,CNPM
2,cao,A,A,D,C,cao,thap,CNPM
2,TB,A,D,C,D,TB,thap,CNPM
3,TB,A,A,D,A,TB,cao,CNPM
3,TB,B,C,B,A,cao,cao,CNPM
3,TB,B,D,C,A,cao,cao,CNPM
3,cao,A,D,D,C,TB,thap,CNPM
2,thap,A,C,B,D,cao,TB,HTTT
3,TB,B,C,C,A,thap,cao,HTTT
2,TB,B,C,C,D,TB,cao,CNPM
2,TB,C,D,D,B,TB,cao,CNPM
2,TB,B,B,D,D,thap,cao,HTTT
2,thap,B,A,C,B,TB,TB,HTTT
3,TB,A,A,B,A,cao,cao,CNPM
4,TB,C,C,C,C,cao,thap,CNPM
1,TB,B,A,C,D,TB,cao,CNPM
3,cao,D,D,B,B,cao,cao,CNPM
2,TB,B,D,D,A,cao,TB,CNPM
2,TB,A,D,D,C,cao,cao,CNPM
4,TB,B,D,C,C,TB,TB,CNPM
2,TB,C,D,D,B,TB,cao,CNPM
2,thap,A,B,D,D,thap,cao,HTTT
2,TB,B,D,C,B,TB,cao,CNPM
2,thap,B,D,D,C,cao,TB,HTTT
4,TB,A,C,D,D,thap,cao,HTTT
2,TB,B,A,D,B,cao,TB,CNPM
2,TB,B,D,D,C,thap,thap,CNPM
4,TB,D,D,C,A,thap,thap,HTTT
3,thap,A,D,C,C,thap,cao,HTTT
2,TB,C,B,B,A,thap,TB,HTTT
3,TB,B,B,C,D,cao,TB,CNPM
2,TB,A,B,D,D,cao,TB,CNPM
2,cao,A,B,D,C,cao,TB,CNPM
2,TB,C,D,D,B,TB,thap,CNPM
4,TB,A,C,B,A,cao,cao,CNPM
3,TB,A,C,D,A,TB,thap,CNPM
2,TB,C,D,C,B,TB,TB,CNPM
2,TB,B,B,A,D,thap,thap,CNPM
3,thap,B,C,D,B,TB,TB,HTTT
3,TB,B,A,A,B,TB,cao,CNPM
2,thap,A,D,D,C,cao,cao,HTTT
3,TB,C,A,C,D,thap,cao,HTTT
3,thap,B,D,D,B,TB,thap,HTTT
2,thap,A,B,C,D,TB,thap,HTTT
2,TB,B,A,D,D,TB,cao,CNPM
2,cao,B,A,C,D,thap,thap,CNPM
4,TB,A,B,D,D,thap,TB,HTTT
4,thap,A,D,D,C,TB,TB,HTTT
3,thap,B,C,C,D,cao,TB,HTTT
2,TB,B,B,C,C,cao,thap,CNPM
4,TB,A,C,B,B,thap,TB,HTTT
3,TB,A,C,C,D,TB,TB,CNPM
3,TB,A,B,B,D,cao,thap,CNPM
2,TB,B,A,D,D,cao,cao,CNPM
4,TB,B,D,D,B,TB,TB,CNPM
4,thap,B,D,C,C,thap,cao,HTTT
2,TB,B,D,D,C,cao,TB,CNPM
2,TB,A,D,D,A,TB,cao,CNPM
4,thap,C,B,C,C,thap,thap,HTTT
2,TB,B,D,C,D,cao,cao,CNPM
1,cao,B,B,D,A,cao,thap,CNPM
1,cao,A,A,B,B,TB,cao,CNPM
4,TB,A,D,B,A,cao,TB,CNPM
3,cao,A,C,C,C,TB,thap,CNPM
2,TB,D,A,C,B,thap,thap,HTTT
3,TB,A,B,C,C,thap,cao,HTTT
3,thap,B,A,B,A,TB,thap,HTTT
4,TB,B,A,B,D,thap,TB,HTTT
4,TB,B,C,C,A,TB,TB,CNPM
3,thap,A,D,C,B,cao,thap,HTTT
2,TB,B,D,D,C,cao,cao,CNPM
2,thap,A,A,C,D,TB,TB,HTTT
4,TB,A,C,B,B,cao,thap,CNPM
4,thap,B,C,D,B,cao,TB,HTTT
3,thap,D,B,D,C,thap,thap,HTTT
2,thap,D,A,C,D,thap,TB,HTTT
2,TB,B,D,C,B,TB,thap,CNPM
2,thap,A,C,D,A,cao,cao,HTTT
3,TB,B,C,A,A,thap,thap,CNPM
1,TB,A,B,C,A,TB,cao,CNPM
3,TB,A,C,D,C,cao,thap,CNPM
2,thap,D,C,D,C,TB,TB,HTTT
3,thap,B,C,D,D,TB,thap,HTTT
3,TB,D,B,D,D,cao,TB,CNPM
3,thap,B,B,D,B,TB,thap,HTTT
2,thap,B,B,C,D,thap,thap,CNPM
2,TB,B,C,D,A,cao,cao,CNPM
3,thap,A,A,B,C,TB,TB,HTTT
3,TB,A,B,C,D,cao,thap,CNPM
3,TB,D,B,C,D,thap,TB,HTTT
3,TB,A,A,C,D,cao,thap,CNPM
3,TB,B,C,A,A,thap,TB,HTTT
1,TB,B,A,C,A,TB,TB,CNPM
4,thap,C,C,D,D,thap,TB,HTTT
4,TB,A,D,D,D,cao,thap,CNPM
3,thap,A,B,C,B,thap,TB,HTTT
3,TB,D,C,D,A,thap,thap,HTTT
2,TB,B,C,C,B,TB,cao,CNPM
2,TB,B,A,C,C,cao,thap,CNPM
2,TB,B,B,C,C,cao,TB,CNPM
4,TB,A,A,D,C,TB,cao,CNPM
4,thap,D,C,B,B,TB,TB,HTTT
2,cao,A,A,D,B,thap,thap,CNPM
4,cao,B,C,C,A,cao,TB,CNPM
2,TB,B,B,B,D,thap,TB,HTTT
4,cao,A,C,C,B,TB,thap,CNPM
4,TB,B,C,D,D,TB,thap,CNPM
3,TB,A,A,C,B,TB,TB,CNPM
3,thap,A,B,D,A,thap,cao,HTTT
3,thap,B,C,C,B,thap,thap,CNPM
4,TB,A,B,B,B,cao,cao,CNPM
3,TB,B,C,B,C,TB,cao,CNPM
2,TB,A,A,C,D,cao,thap,CNPM
2,thap,B,B,B,A,thap,cao,HTTT
3,TB,A,D,D,A,thap,cao,HTTT
4,TB,B,A,D,D,cao,cao,CNPM
4,thap,B,A,C,D,thap,TB,HTTT
2,cao,A,A,C,D,thap,cao,CNPM
3,cao,A,B,C,B,thap,cao,CNPM
2,cao,A,B,B,A,thap,TB,CNPM
4,TB,B,A,A,D,thap,TB,HTTT
3,cao,A,B,C,D,cao,thap,CNPM
1,TB,D,D,C,D,cao,cao,CNPM
3,TB,B,C,C,C,cao,cao,CNPM
2,thap,D,A,D,D,thap,TB,HTTT
2,TB,A,A,C,A,cao,thap,CNPM
2,cao,A,B,C,A,TB,TB,CNPM
3,thap,A,D,D,D,cao,thap,HTTT
3,cao,A,C,B,D,TB,cao,CNPM
3,TB,B,D,C,C,TB,cao,CNPM
2,thap,C,D,A,A,TB,TB,HTTT
4,cao,A,B,D,D,TB,cao,CNPM
3,cao,B,A,D,C,cao,thap,CNPM
4,thap,C,D,D,C,TB,cao,HTTT
4,TB,B,D,C,A,thap,thap,CNPM
2,thap,B,B,D,A,thap,TB,HTTT
4,cao,D,A,C,D,cao,thap,CNPM
4,TB,B,B,A,D,thap,TB,HTTT
2,TB,B,C,D,A,thap,cao,HTTT
3,TB,B,A,D,B,TB,cao,CNPM
2,TB,B,A,C,A,cao,cao,CNPM
1,TB,C,D,D,A,TB,thap,CNPM
2,thap,B,D,D,C,cao,TB,HTTT
3,TB,A,B,D,A,TB,thap,CNPM
3,TB,A,A,D,C,TB,cao,CNPM
4,TB,A,C,D,C,TB,TB,CNPM
4,cao,A,C,D,A,TB,cao,CNPM
3,TB,B,D,C,C,thap,thap,CNPM
2,cao,B,C,C,A,TB,TB,CNPM
3,TB,A,D,C,A,TB,TB,CNPM
3,TB,A,B,B,C,TB,TB,CNPM
3,TB,B,A,C,C,thap,cao,HTTT
2,TB,B,A,C,C,cao,cao,CNPM
3,thap,A,D,C,D,TB,cao,HTTT
4,thap,A,D,B,A,thap,TB,HTTT
2,thap,B,A,B,C,cao,thap,HTTT
4,thap,A,B,D,C,cao,cao,HTTT
2,TB,C,D,C,D,TB,cao,CNPM
4,TB,A,A,D,C,thap,cao,HTTT
2,thap,A,C,D,A,cao,TB,HTTT
2,thap,D,A,B,C,thap,TB,HTTT
3,TB,B,D,B,D,cao,thap,CNPM
3,cao,A,A,A,C,thap,thap,CNPM
3,cao,A,C,A,A,cao,thap,CNPM
2,thap,A,A,D,C,thap,TB,HTTT
2,TB,A,C,C,C,cao,TB,CNPM
3,TB,B,B,C,C,TB,cao,CNPM
2,TB,D,A,D,A,cao,thap,CNPM
2,TB,B,B,C,C,cao,thap,CNPM
3,TB,B,B,B,D,TB,cao,CNPM
2,TB,B,A,C,D,TB,thap,CNPM
2,TB,D,B,C,A,cao,cao,CNPM
2,TB,D,A,D,B,cao,TB,CNPM
2,TB,A,D,B,D,cao,thap,CNPM
3,thap,A,A,C,D,cao,cao,HTTT
3,cao,A,A,D,C,thap,thap,CNPM
4,TB,B,B,D,C,thap,cao,HTTT
3,TB,A,B,C,A,cao,thap,CNPM
4,TB,A,D,D,D,cao,TB,CNPM
1,cao,C,D,D,B,thap,TB,CNPM
4,TB,A,A,D,B,cao,TB,CNPM
2,TB,D,C,C,C,TB,TB,CNPM
2,cao,D,B,D,B,TB,cao,CNPM
3,TB,D,A,B,D,cao,TB,CNPM
4,TB,D,D,D,C,thap,thap,HTTT
2,TB,D,A,B,A,cao,TB,CNPM
2,TB,B,A,D,D,thap,TB,HTTT
3,TB,B,C,D,A,cao,cao,CNPM
2,cao,A,D,B,A,cao,TB,CNPM
4,thap,A,B,D,A,thap,cao,HTTT
4,TB,D,A,C,D,cao,TB,CNPM
2,TB,A,C,D,A,thap,cao,HTTT
2,cao,A,C,D,A,thap,thap,CNPM
2,TB,A,D,C,A,thap,thap,CNPM
3,TB,A,B,D,C,TB,thap,CNPM
3,TB,A,B,D,C,TB,thap,CNPM
4,TB,B,A,B,B,thap,TB,HTTT
3,TB,C,C,B,D,thap,thap,HTTT
4,TB,C,D,D,D,cao,cao,CNPM
2,thap,A,B,B,D,thap,TB,HTTT
3,TB,A,D,D,B,TB,TB,CNPM
3,TB,A,C,D,D,cao,TB,CNPM
2,TB,B,A,C,A,TB,TB,CNPM
3,TB,A,C,C,A,cao,thap,CNPM
2,TB,A,C,D,B,TB,TB,CNPM
4,cao,B,C,B,A,cao,TB,CNPM
4,TB,C,C,C,A,thap,cao,HTTT
4,thap,D,D,C,A,cao,cao,HTTT
3,TB,C,C,C,B,thap,TB,HTTT
3,TB,A,C,B,D,cao,TB,CNPM
3,TB,B,D,C,C,thap,thap,CNPM
2,cao,A,B,D,D,thap,thap,CNPM
2,TB,B,A,C,C,thap,cao,HTTT
3,TB,D,A,D,D,thap,thap,HTTT
3,TB,B,C,C,B,TB,thap,CNPM
3,thap,A,B,D,B,TB,TB,HTTT
4,cao,C,A,C,D,thap,TB,CNPM
3,TB,B,D,C,B,TB,TB,CNPM
3,TB,B,D,C,A,cao,TB,CNPM
3,cao,A,D,D,B,TB,thap,CNPM
4,TB,A,C,C,A,cao,TB,CNPM
2,TB,B,C,B,C,TB,thap,CNPM
1,TB,A,B,B,D,cao,cao,CNPM
3,TB,A,B,C,D,TB,TB,CNPM
2,TB,B,D,C,C,thap,cao,HTTT
3,TB,A,A,D,B,thap,cao,HTTT
4,TB,B,B,B,D,TB,thap,CNPM
2,thap,C,A,D,A,cao,cao,HTTT
3,TB,A,B,C,D,thap,cao,HTTT
3,TB,B,D,C,C,cao,TB,CNPM
4,cao,A,A,C,A,cao,TB,CNPM
2,TB,A,A,C,C,thap,TB,HTTT
2,TB,D,C,D,C,TB,TB,CNPM
1,TB,B,C,D,B,TB,thap,CNPM
4,TB,A,D,C,D,cao,TB,CNPM
4,TB,B,C,D,C,thap,thap,CNPM
2,TB,C,B,D,A,TB,TB,CNPM
2,cao,A,B,C,A,TB,cao,CNPM
4,TB,D,D,C,C,TB,TB,CNPM
4,TB,A,B,B,C,TB,TB,CNPM
3,TB,B,D,B,B,cao,thap,CNPM
4,cao,B,D,C,D,thap,TB,CNPM
2,TB,B,B,C,B,TB,cao,CNPM
3,TB,B,A,C,B,TB,thap,CNPM
3,thap,B,B,C,D,TB,thap,HTTT
4,TB,B,A,D,A,cao,thap,CNPM
3,thap,A,D,D,B,cao,cao,HTTT
3,TB,B,C,A,B,thap,TB,HTTT
2,TB,D,A,B,A,TB,TB,CNPM
2,thap,A,D,C,A,cao,TB,HTTT
1,TB,B,C,D,B,cao,TB,CNPM
3,TB,B,A,C,D,thap,TB,HTTT
2,TB,A,B,D,D,cao,thap,CNPM
4,TB,A,C,C,D,cao,cao,CNPM
3,thap,B,C,C,D,TB,thap,HTTT
3,TB,B,A,C,B,thap,cao,HTTT
3,thap,B,D,C,B,thap,TB,HTTT
1,TB,B,A,C,B,thap,cao,HTTT
2,thap,B,C,C,D,cao,thap,HTTT
2,thap,D,B,D,B,thap,TB,HTTT
2,TB,A,A,D,A,cao,TB,CNPM
3,thap,A,C,C,C,TB,TB,HTTT
2,TB,B,B,C,A,thap,cao,HTTT
4,TB,A,D,B,B,cao,cao,CNPM
2,TB,B,B,C,D,cao,TB,CNPM
2,thap,B,A,C,A,thap,TB,HTTT
2,TB,B,C,B,D,thap,TB,HTTT
4,cao,D,C,D,A,TB,TB,CNPM
3,TB,A,C,B,B,TB,cao,CNPM
3,TB,B,A,C,A,TB,cao,CNPM
2,TB,B,A,D,C,cao,thap,CNPM
3,TB,A,C,B,B,TB,thap,CNPM
2,TB,B,C,D,D,thap,cao,HTTT
2,TB,D,C,C,D,cao,TB,CNPM
2,TB,A,A,B,B,TB,TB,CNPM
3,TB,A,D,A,A,cao,TB,CNPM
3,TB,B,A,D,B,cao,cao,CNPM
3,TB,B,D,D,A,TB,cao,CNPM
2,TB,A,A,D,A,TB,cao,CNPM
3,TB,B,B,D,C,cao,TB,CNPM
2,TB,B,B,C,A,cao,TB,CNPM
2,TB,A,A,C,A,TB,TB,CNPM
3,cao,B,C,D,A,TB,cao,CNPM
3,TB,A,B,C,A,thap,TB,HTTT
3,TB,A,D,C,C,cao,cao,CNPM
3,TB,A,D,B,B,TB,thap,CNPM
2,TB,D,B,D,A,cao,thap,CNPM
3,TB,A,C,A,C,TB,thap,CNPM
4,TB,A,D,C,D,TB,TB,CNPM
4,thap,B,A,D,D,TB,TB,HTTT
4,cao,B,B,C,D,TB,TB,CNPM
4,TB,A,A,A,D,thap,cao,HTTT
1,TB,A,C,C,A,cao,TB,CNPM
4,TB,D,C,D,D,TB,TB,CNPM
3,TB,C,C,C,B,TB,thap,CNPM
2,TB,B,D,C,A,thap,TB,HTTT
4,TB,B,D,C,D,cao,thap,CNPM
3,thap,A,C,D,B,TB,TB,HTTT
4,thap,A,C,D,D,TB,thap,HTTT
2,cao,A,C,D,A,thap,thap,CNPM
2,thap,B,D,C,D,TB,thap,HTTT
2,TB,B,B,C,A,TB,thap,CNPM
3,TB,C,A,C,C,thap,cao,HTTT
4,TB,A,C,D,D,TB,cao,CNPM
2,TB,D,B,D,C,thap,thap,HTTT
4,TB,A,A,C,B,thap,cao,HTTT
4,TB,A,C,D,C,cao,cao,CNPM
3,thap,B,C,C,A,TB,thap,HTTT
3,thap,A,D,D,C,TB,thap,HTTT
2,thap,B,C,B,A,TB,thap,HTTT
4,thap,B,A,B,C,cao,TB,HTTT
2,thap,B,D,C,D,cao,TB,HTTT
1,TB,A,B,C,B,cao,TB,CNPM
2,TB,B,B,C,D,thap,TB,HTTT
4,TB,D,A,D,A,thap,TB,HTTT
4,cao,D,B,C,C,TB,TB,CNPM
1,TB,B,D,C,B,cao,TB,CNPM
2,thap,A,B,B,B,TB,thap,HTTT
2,thap,A,D,D,D,cao,TB,HTTT
3,cao,A,B,B,D,thap,TB,CNPM
4,thap,B,B,B,B,thap,thap,CNPM
2,TB,D,B,C,A,TB,TB,CNPM
3,TB,D,B,D,C,cao,TB,CNPM
3,TB,A,D,D,C,thap,TB,HTTT
2,TB,B,B,C,A,TB,TB,CNPM
2,thap,D,B,A,A,cao,thap,HTTT
3,TB,A,A,C,B,TB,thap,CNPM
4,cao,A,C,D,A,thap,TB,CNPM
2,TB,A,B,B,C,cao,TB,CNPM
3,TB,C,C,B,A,cao,thap,CNPM
3,thap,B,B,C,D,cao,TB,HTTT
4,TB,B,B,C,C,thap,TB,HTTT
2,TB,A,B,C,A,cao,thap,CNPM
4,thap,A,B,B,C,TB,cao,HTTT
2,TB,D,A,B,A,thap,cao,HTTT
3,thap,A,A,C,C,TB,TB,HTTT
2,TB,B,B,D,C,thap,TB,HTTT
3,TB,B,C,B,D,cao,cao,CNPM
2,TB,A,A,D,B,cao,TB,CNPM
2,TB,B,D,C,C,cao,thap,CNPM
3,cao,A,B,C,C,TB,TB,CNPM
3,TB,B,B,D,C,cao,TB,CNPM
2,thap,C,C,C,C,cao,cao,HTTT
4,cao,B,B,D,A,thap,thap,CNPM
2,TB,A,A,C,C,cao,thap,CNPM
2,TB,C,B,B,D,cao,cao,CNPM
2,TB,A,D,D,C,cao,cao,CNPM
4,cao,A,A,D,B,cao,cao,CNPM
2,thap,D,A,C,D,TB,TB,HTTT
2,thap,A,B,D,D,cao,thap,HTTT
2,thap,A,A,D,B,cao,TB,HTTT
4,TB,D,B,D,C,cao,cao,CNPM
2,TB,A,D,D,B,TB,TB,CNPM
4,TB,B,C,D,C,cao,TB,CNPM
2,cao,A,C,A,B,cao,thap,CNPM
3,TB,B,B,C,B,TB,TB,CNPM
4,TB,D,B,B,A,cao,cao,CNPM
4,thap,A,B,C,D,cao,thap,HTTT
3,TB,C,D,C,C,thap,cao,HTTT
2,TB,B,B,D,C,thap,thap,CNPM
3,TB,C,A,D,C,cao,TB,CNPM
3,TB,B,A,B,A,cao,cao,CNPM
2,TB,B,C,C,C,TB,cao,CNPM
2,thap,D,C,D,D,thap,TB,HTTT
4,TB,A,C,D,A,thap,cao,HTTT
3,thap,D,D,C,C,TB,thap,HTTT
3,TB,A,D,D,C,TB,thap,CNPM
4,TB,A,B,C,D,cao,thap,CNPM
3,thap,B,A,C,D,thap,cao,HTTT
3,TB,A,D,C,B,cao,TB,CNPM
2,TB,A,B,D,C,TB,cao,CNPM
2,TB,A,C,B,D,thap,TB,HTTT
2,TB,A,A,A,A,thap,thap,CNPM
4,cao,C,D,C,C,cao,cao,CNPM
3,TB,C,B,D,D,thap,cao,HTTT
3,thap,B,C,C,C,TB,thap,HTTT
4,TB,A,A,D,A,TB,thap,CNPM
3,TB,B,D,C,C,thap,cao,HTTT
2,thap,A,A,C,C,cao,cao,HTTT
3,TB,B,C,D,C,cao,TB,CNPM
3,TB,B,A,C,D,thap,TB,HTTT
2,TB,A,A,D,A,TB,thap,CNPM
3,TB,A,A,D,C,cao,cao,
